"","lat","lon","cellNumber","Data","Cobertura","Obs","Municipio","Bioma","Estado","Fonte","LCI","PVI","Ano","Forrageira","Manejo","Cultivo","Solo","Foto","Condicao"
"13676",-67.57918,-9.94825,157149643,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.48705045792,0,0,"Brachiaria decumbens","Sem adubação",NA,NA,NA,NA
"13677",-67.57918,-9.94825,157149643,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.48705045792,0,0,"Brachiaria decumbens","Sem adubação",NA,NA,NA,NA
"13678",-67.57918,-9.94825,157149643,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.48705045792,0,0,"Brachiaria decumbens","Sem adubação",NA,NA,NA,NA
"13679",-67.57918,-9.94825,157149643,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.48705045792,0,0,"Brachiaria decumbens","Sem adubação",NA,NA,NA,NA
"13680",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,NA
"13681",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,"Degradado"
"13682",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,"Degradado"
"13683",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,"Degradado"
"13684",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,"Degradado"
"13685",-67.6003,-9.99073,157603065,NA,"Pastagem",NA,"RIO BRANCO","Amazônia","AC","Embrapa",0.66810749809,0.65069574589,0,"Panicum tanzania",NA,NA,NA,NA,"Degradado"
"17031",-50.3855666666667,-14.24745,201551016,"2015/09/16","Pastagem","Plantado a 13 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.36213841878,0.33770374383,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Franco Argiloso Arenoso",NA,"Homogeneidade média; Invasoras semi-arbustivas; 26 cm; ausência de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17033",-50.2315833333333,-13.3938055555556,192741554,"2015/09/15","Pastagem","Plantado a 23 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.51320046689,0.22232720711,2015,"Andropogon","Muito bem manejados",NA,"Cor Vermelho-Amarelo; Textura Franco Argiloso Arenoso",NA,"Homogeneidade média; Invasoras herbáceas; 31 cm; ausência de animal; com solo exposto; sem processo erosivo; com cupinzeiros"
"17035",-50.3786388888889,-14.0855,199888436,"2015/09/17","Pastagem","Plantado a 15 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.37150763051,0.31221655404,2015,"Andropogon","Pobremente manejados",NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade média; Invasoras semi-arbustivas; 73 cm; ausência de animal; com solo exposto; sem processo erosivo; sem cupinzeiros"
"17037",-50.3921388888889,-13.5230277777778,194080181,"2015/09/18","Pastagem","Plantado a 25 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.47143528329,0.26264801094,2015,"Andropogon","Muito bem Manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 51 cm; ausência de animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17039",-50.1876388888889,-13.2358888888889,191100583,"2015/09/18","Pastagem","Plantado a 15 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.4368403196,0.37213448936,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras semi-arbustivas; 57 cm; ausência de animal; com solo exposto; sem processo erosivo; sem cupinzeiros"
"17041",-50.0173055555556,-13.1251944444444,189956289,"2015/09/19","Pastagem","Plantado a 20 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.46324785579,0.35622311288,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras herbáceas; 60 cm; presença de  animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17043",-49.8062222222222,-13.2578055555556,191338277,"2015/09/22","Pastagem","Plantado a 20 anos","NOVO PLANALTO","Cerrado","GO","LAPIG",0.4983584357,0.21981385628,2015,"Andropogon","Pobremente manejados",NA,"Cor Amarelo; Textura Argilosa",NA,"Homogeneidade baixa; Invasoras herbáceas; 21 cm; presença de animal; com solo exposto; com processo erosivo; sem cupinzeiros"
"17046",-52.07632,-6.52428,121810952,"2015/05/23","Pastagem","Pasto formado em 1987; 2 UA por hectare","SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.93598857943,0.62338168197,2015,"Brachiaria brizantha","Reforma em 2009; Adubação fosfatada e calcário",NA,"Cor Vermelho; Nunca teve adubo",NA,"Homogeneidade baixa; Invasoras herbáceas; 19 cm; Ausência de animal; Com solo exposto; Sem cupinzeiros"
"17047",-52.06214,-6.51915,121767775,"2015/05/23","Pastagem","Gado para terminação","SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.57831956606,0.57048845686,2015,"Panicum mombaca",NA,NA,"Cor Vermelho;",NA,"Homogeneidade média; Invasoras semi-arbustiva; 85 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17048",-52.0562,-6.52114,121767778,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.66931439086,0.40004503611,2015,"Panicum mombaca",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 63 cm; Presença de animal; Com solo exposto; Sem cupinzeiros"
"17049",-52.05515,-6.52076,121767778,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.66931439086,0.40004503611,2015,"Panicum mombaca",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 102 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17050",-52.05066,-6.5188,121746188,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.93746784914,0,2015,"Panicum mombaca",NA,NA,"Cor Vermelho; Solo em terreno declivoso um pouco mais fraco",NA,"Homogeneidade alta; Sem invasoras; 95 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17051",-52.18534,-6.43542,120882444,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.46314104573,0.50584893573,2015,"Panicum mombaca",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 123 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17052",-52.182011,-6.44476,120990405,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.43414243442,0.60354312277,2015,"Panicum mombaca",NA,NA,"Cor Vermelho; Solo enxarcado",NA,"Homogeneidade média; Invasoras herbáceas; 92 cm; Presença de animal; Com solo exposto; Com cupinzeiros"
"17053",-52.19127,-6.42856,120817665,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.56240597309,0.66963563319,2015,"Panicum mombaca",NA,NA,"Cor Vermelho; Solo enxarcado chuveu há 2 dias",NA,"Homogeneidade média; Invasoras herbáceas; 70 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17054",-51.98587,-6.59422,122523531,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.39096106517,0.70300841274,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo;",NA,"Homogeneidade baixa; Invasoras semi-arbustiva; 22 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17055",-51.98092,-6.59586,122545126,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.42598957515,0.76800611852,2015,"Panicum mombaca",NA,NA,"Cor Vermelho-Amarelo; Solo úmido choveu ha pouco",NA,"Homogeneidade média; Invasoras semi-arbustiva; 86 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17056",-51.97445,-6.58155,122393985,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.64600035479,0.76677562519,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo; Solo mais fértil que o primeiro pt visitado na propriedade",NA,"Homogeneidade média; Invasoras semi-arbustiva; 71 cm; Ausência de animal; Sem solo exposto; Com cupinzeiros"
"17057",-51.96163,-6.56519,122242847,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.55473959385,0.61455957764,2015,"Panicum mombaca",NA,NA,"Cor Vermelho; Solo terra roxa com agua abundante",NA,"Homogeneidade média; Invasoras semi-arbustiva; 75 cm; Presença de animal; Com solo exposto; Sem cupinzeiros"
"17058",-52.07569,-6.34827,119997224,"2015/05/26","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.39651158799,0.54262293054,2015,"Panicum mombaca",NA,NA,"Cor Amarelo; Solo mais pobre da região amarelo esbranquicado",NA,"Homogeneidade média; Invasoras sem invasoras; 210 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17059",-52.07466,-6.34704,119975633,"2015/05/27","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.46352411009,0.54352188523,2015,"Panicum mombaca",NA,NA,"Cor Cinza; Solo arenosa coloração acizentada",NA,"Homogeneidade baixa; Invasoras semi-arbustiva; 62 cm; Ausência de animal; Com solo exposto; Sem cupinzeiros"
"17060",-49.40113,-10.03294,158043607,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.79333548913,0.75154028498,2015,"Andropogon",NA,NA,"Saibroso muita areia; Cor Amarelo",NA,"Homogeneidade média; invasoras semi-arbustivas; 40 cm; presença de animal; com solo exposto; com cupinzeiros"
"17061",-49.40401,-10.03236,158022014,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.35219892121,0.86210361912,2015,"Brachiaria humidicola",NA,NA,"Solo aluvionar matéria orgânica muita; Cor Cinza",NA,"Homogeneidade alta; invasoras herbáceas; 50 cm; ausência de animal; sem solo exposto; com cupinzeiros"
"17062",-49.41028,-9.99083,157611763,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.48990274076,0,2015,"Brachiaria brizantha",NA,NA,"Solo arenoso acinzentado um pouco de matéria organica; Cor Cinza",NA,"Homogeneidade média; Invasoras semi-arbustivas; 10 cm; ausência de animal; sem solo exposto; com cupinzeiros"
"17063",-49.44166,-10.02743,157978812,"2015/06/18","Pastagem",NA,"PIUM","Cerrado","TO","LAPIG",0.6714202325,0.58126235128,2015,"Andropogon",NA,NA,"Plintossolo com concreções ferruginosas; Cor Outros",NA,"Homogeneidade baixa; invasoras arbustivas; 35 cm; ausência de animal; com solo exposto; sem cupinzeiros"
"17064",-49.53001,-10.02314,157935586,"2015/06/18","Pastagem",NA,"PIUM","Cerrado","TO","LAPIG",0.5117737061,0.78651376948,2015,"Panicum mombaca",NA,NA,"Plintosolo; Cor Amarelo",NA,"Homogeneidade alta; sem invasoras; 40 cm; ausência de animal; sem solo exposto; sem cupinzeiros"
"17065",-49.39193,-9.91721,156834460,"2015/06/19","Pastagem",NA,"DIVINÓPOLIS DO TOCANTINS","Cerrado","TO","LAPIG",0.3955706855,0.33447642363,2015,"Andropogon",NA,NA,"Solo bem arenoso com concreções ferruginosas; Cor Amarelo",NA,"Homogeneidade baixa; invasoras semi-arbustivas; 30 cm; ausência de animal; com solo exposto; com cupinzeiros"
"17066",-49.5268611111111,-16.6408055555556,226252675,"2015/04/02","Pastagem",NA,"TRINDADE","Cerrado","GO","LAPIG",0.69040482172,0.25605233929,2015,"Brachiaria decumbens",NA,NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade alta; invasoras herbáceas; 17 cm; ausência de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17067",-49.8358611111111,-16.5707222222222,225539991,"2015/04/02","Pastagem","Pasto formado há 25 anos.","NAZÁRIO","Cerrado","GO","LAPIG",0.73802138528,0.3124305569,2015,"Brachiaria humidicola","Adubação Fostatada, Potássica; Reforma em 2004",NA,"Cor Vermelho-Amarelo; Textura Siltosa",NA,"Homogeneidade alta; invasoras herbáceas; 24 cm; ausência de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17068",-50.1968333333333,-16.5981388888889,225820515,"2015/04/02","Pastagem",NA,"TURVÂNIA","Cerrado","GO","LAPIG",0.80376110246,0,2015,"Panicum mombaca",NA,NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade alta; invasoras herbáceas; 24 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17069",-50.6175555555556,-16.52425,225064594,"2015/04/02","Pastagem",NA,"MOIPORÁ","Cerrado","GO","LAPIG",0.57055074646,0.52185557077,2015,"Brachiaria decumbens",NA,NA,"Cor Vermelho-Amarelo; Textura Siltosa",NA,"Homogeneidade alta; invasoras semi-arbustiva; 25 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17070",-50.8427222222222,-16.31925,222948470,"2015/04/02","Pastagem",NA,"ISRAELÂNDIA","Cerrado","GO","LAPIG",0.43928688229,0.23286205945,2015,"Brachiaria brizantha",NA,NA,"Cor Amarelo; Textura Arenosa",NA,"Homogeneidade média; invasoras herbáceas; 24 cm; ausência de animal; sem solo exposto; sem cupinzeiros; sem processo erosivo"
"17071",-51.1651666666667,-16.3928888888889,223704036,"2015/04/02","Pastagem",NA,"IPORÁ","Cerrado","GO","LAPIG",0.45921794276,0.40169850108,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 38 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17072",-51.2776388888889,-16.2105,221825478,"2015/04/02","Pastagem",NA,"DIORAMA","Cerrado","GO","LAPIG",0.51861474115,0.40712497715,2015,"Brachiaria humidicola",NA,NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; invasoras herbáceas; 23 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17073",-50.6070277777778,-15.7930277777778,217507399,"2015/04/03","Pastagem",NA,"ITAPIRAPUÃ","Cerrado","GO","LAPIG",0.50101931596,0.30416124799,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; invasoras semi-arbustivas; 56 cm; ausência de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17074",-50.5936388888889,-15.7483055555556,217053973,"2015/04/03","Pastagem",NA,"ITAPIRAPUÃ","Cerrado","GO","LAPIG",0.30372991114,0.26255713549,2015,"Andropogon",NA,NA,"Cor Amarelo; Textura Siltosa",NA,"Homogeneidade média; invasoras herbáceas; 24 cm; ausência de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17075",-50.6543888888889,-15.5508055555556,215002704,"2015/04/03","Pastagem",NA,"MATRINCHÃ","Cerrado","GO","LAPIG",0.454780103,0.27131390768,2015,"Brachiaria humidicola",NA,NA,"Cor Vermelho-Amarelo; Textura Siltosa",NA,"Homogeneidade alta; invasoras semi-arbustiva; s; 13,6 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17076",-50.6563333333333,-15.338,212800319,"2015/04/03","Pastagem",NA,"FAINA","Cerrado","GO","LAPIG",0.8544973976,0.22026210018,2015,"Andropogon",NA,NA,"Cor Vermelho-Amarelo; Textura Arenosa",NA,"Homogeneidade média; invasoras arbustivas; 11 cm; ausência de animal; com solo exposto; com cupinzeiros; sem processo erosivo"
"17077",-50.4840555555556,-14.5301666666667,204465889,"2015/04/03","Pastagem",NA,"NOVA CRIXÁS","Cerrado","GO","LAPIG",0.36864166902,0.22095568894,2015,"Andropogon",NA,NA,"Cor Amarelo; Textura Arenosa",NA,"Homogeneidade baixa; invasoras herbáceas; 48 cm; ausência de animal; com solo exposto; com cupinzeiros; sem processo erosivo"
"17078",-50.4836944444444,-14.5286944444444,204444298,"2015/04/03","Pastagem",NA,"NOVA CRIXÁS","Cerrado","GO","LAPIG",0.41606729635,0.20788856009,2015,"Panicum tanzania",NA,NA,"Cor Amarelo; Textura Arenosa",NA,"Homogeneidade alta; invasoras herbáceas; 200 cm; ausência de animal; sem solo exposto; sem cupinzeiros; sem processo erosivo"
"17079",-50.3841388888889,-14.2583333333333,201658977,"2015/04/03","Pastagem","Pasto formado há 20 anos.","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.47301873995,0.50428074956,2015,"Brachiaria brizantha","Adubação Nitrogenada - Uréia, Fostatada, Potássica, Calcário; Reforma em 2010",NA,"Cor Amarelo; Textura Arenosa",NA,"Homogeneidade alta; invasoras herbáceas; 56,66 cm; ausência de animal; sem solo exposto; sem cupinzeiros; sem processo erosivo"
"17080",-50.3212222222222,-13.6145833333333,195008671,"2015/04/04","Pastagem","Pasto formado há 17 anos.","MUNDO NOVO","Cerrado","GO","LAPIG",0.58303584612,0.40019866273,2015,"Brachiaria brizantha","Adubação não pega aqui, pouca adubacão; Reforma em 2014",NA,"Cor Vermelho-Amarelo; Textura Arenosa",NA,"Homogeneidade alta; invasoras herbáceas; 33 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17081",-50.3302777777778,-13.6240833333333,195116627,"2015/04/04","Pastagem",NA,"MUNDO NOVO","Cerrado","GO","LAPIG",0.4037436047,0.26623349241,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo; Textura Arenosa",NA,"Homogeneidade baixa; invasoras herbáceas; 53 cm; ausência de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17082",-50.0081944444444,-13.5616388888889,194469021,"2015/04/04","Pastagem",NA,"BONÓPOLIS","Cerrado","GO","LAPIG",0.43671104453,0.42310950709,2015,"Brachiaria humidicola",NA,NA,"Cor Amarelo; Textura Arenosa",NA,"Homogeneidade baixa; invasoras herbáceas; 46 cm; presença de animal; sem solo exposto; com cupinzeiros; sem processo erosivo"
"17083",-55.793,-9.99894444444444,157673487,"2015/05/04","Pastagem",NA,"CARLINDA","Amazônia","MT",NA,0.57860598398,0.57744834215,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho",NA,"Homogeneidade alta; invasoras herbáceas; 84 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17084",-55.7611666666667,-10.3298055555556,161106630,"2015/05/04","Pastagem","Grande quantidade de biomassa seca.","NOVA CANAÃ DO NORTE","Amazônia","MT",NA,0.89328340373,0.42225960123,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo; Solo úmido. Área de alagamento",NA,"Homogeneidade alta; invasoras semi-arbustivas; 50 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17085",-55.7298055555556,-10.4121944444444,161948733,"2015/05/04","Pastagem","Fazenda com Integração lavoura, pecuária e silvicultura. Na direção leste, pasto ao lado, temos o plantio de Mombaça (Panicum). Área do pastejo rotacionado é de 70 ha.","NOVA CANAÃ DO NORTE","Amazônia","MT",NA,0.42483528724,0,2015,"Brachiaria ruziziensis","Fostatada, Orgânica.",NA,"Cor Vermelho",NA,"Homogeneidade alta; sem invasoras; 90 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17087",-56.398,-9.73002777777778,154909421,"2015/05/05","Pastagem",NA,"PARANAÍTA","Amazônia","MT",NA,0.82679050915,0.73116946329,2015,"Brachiaria decumbens",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 40 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17089",-56.5731388888889,-9.78275,155449138,"2015/05/05","Pastagem","Entre 2013 e 2014 o plantio foi de soja e arroz. Já entre 2014 e 2015 o plantio foi de soja e ruziziensis (engorda antes do abate).","PARANAÍTA","Amazônia","MT",NA,0.61749074165,0.45915465798,2015,"Brachiaria ruziziensis",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; sem invasoras; 60 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17090",-56.5165,-9.69452777777778,154542301,"2015/05/05","Pastagem",NA,"PARANAÍTA","Amazônia","MT",NA,0.68777642746,0.66351465085,2015,"Panicum mombaca",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; sem invasoras; 90 cm; presença de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17091",-56.6550277777778,-9.52169444444445,152750099,"2015/05/05","Pastagem","Outro tipo de forrageira não identificada.","PARANAÍTA","Amazônia","MT",NA,0.4369642698,0.48308148385,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 56 cm; presença de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17092",-57.0083333333333,-9.51513888888889,152685154,"2015/05/05","Pastagem","Muita presença de cupim e morte súbita em pontos localizados. Pasto formado a 12 anos (recente).","PARANAÍTA","Amazônia","MT",NA,0.56703181669,0.49293391046,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 39 cm; presença de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17093",-57.3394166666667,-9.56638888888889,153224795,"2015/05/06","Pastagem","Reforma em 2014","APIACÁS","Amazônia","MT",NA,0.89565131711,0.63226917582,2015,"Panicum mombaca","Reforma recente; Calcário",NA,"Cor Vermelho",NA,"Homogeneidade alta; sem invasoras; 90 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17094",-57.6293888888889,-9.66136111111111,154196297,"2015/05/06","Pastagem",NA,"APIACÁS","Amazônia","MT",NA,0.8933656444,0.62715710895,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade média; invasoras semi-arbustivas; 50 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17095",-57.6812777777778,-9.70077777777778,154606520,"2015/05/06","Pastagem",NA,"APIACÁS","Amazônia","MT",NA,0.63919050758,0.62659369187,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 90 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17097",-57.7267222222222,-9.90188888888889,156679330,"2015/05/07","Pastagem",NA,"NOVA BANDEIRANTES","Amazônia","MT",NA,0.44516310073,0.62951922636,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 61 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17098",-57.7128888888889,-9.9125,156787297,"2015/05/07","Pastagem",NA,"NOVA BANDEIRANTES","Amazônia","MT",NA,0.65072452279,0.47846929696,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho",NA,"Homogeneidade alta; invasoras herbáceas; 115 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17099",-57.6134166666667,-9.97144444444444,157391920,"2015/05/07","Pastagem",NA,"NOVA MONTE VERDE","Amazônia","MT",NA,0.89647339544,0.5092527654,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade alta; invasoras herbáceas; 73 cm; presença de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17100",-57.2064444444445,-9.95991666666667,157284155,"2015/05/07","Pastagem",NA,"NOVA MONTE VERDE","Amazônia","MT",NA,0.59558164438,0.36721956361,2015,"Brachiaria ruziziensis",NA,NA,"Cor Vermelho",NA,"Homogeneidade alta; sem invasoras; 87 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17101",-56.1192777777778,-9.85163888888889,156161891,"2015/05/08","Pastagem","Foi aplicado veneno em 2014 para contenção das invasoras, contudo este pasto nunca passou por reforma. Nos pastos a esquerda (sentido leste) temos pastejo de gado sobre o brachiaria brizantha (predominio deste capim na região próxima ao ponto coletad","ALTA FLORESTA","Amazônia","MT",NA,0.57609988885,0.51298830265,2015,"Brachiaria brizantha",NA,NA,"Cor Vermelho-Amarelo",NA,"Homogeneidade baixa; invasoras herbáceas; 21 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17102",-56.2993611111111,-9.76902777777778,155319717,"2015/05/08","Pastagem","Urt com mombaça. Pasto com pastejo do gado para engorda (área de 32 ha).","ALTA FLORESTA","Amazônia","MT",NA,0.38485943432,0.59729621223,2015,"Panicum mombaca","Nitrogenada - Uréia, Fostatada e Calcário.",NA,"Cor Vermelho",NA,"Homogeneidade alta; sem invasoras; 100 cm; ausência de animal; sem solo exposto; sem cupinzeiros; ausência de processo erosivo"
"17103",-56.1305555555556,-9.88783333333333,156528949,"2015/05/08","Pastagem","Área com assa-peixe bem desenvolvido. No sentido sudoeste temos um pasto bem formado com Mombaça e ao lado, no mesmo sentido, plantio de Teca (silvicultura).","ALTA FLORESTA","Amazônia","MT",NA,0.72709120065,0,2015,"Brachiaria decumbens",NA,NA,"Cor Vermelho",NA,"Homogeneidade baixa; invasoras herbáceas; 15 cm; ausência de animal; sem solo exposto; com cupinzeiros; ausência de processo erosivo"
"17284",-50.4129420380347,-16.1751977101324,221458827,"2017/03/29","Pastagem","Erosão","BURITI DE GOIÁS","Cerrado","GO","LAPIG BHRV",0.35065471583,0.27977475635,2017,"Brachiaria brizantha",NA,NA,NA,"image97.jpg","Bem manejado"
"17294",-50.4642262569698,-16.1848514239575,221545171,"2017/03/29","Pastagem",NA,"BURITI DE GOIÁS","Cerrado","GO","LAPIG BHRV",0.57020522284,0.34756120858,2017,"Brachiaria brizantha",NA,NA,NA,NA,"Bem manejado"
"17295",-50.4696493877953,-16.177168965549,221480392,"2017/03/29","Pastagem",NA,"BURITI DE GOIÁS","Cerrado","GO","LAPIG BHRV",0.60137843091,0.67581112815,2017,"Brachiaria brizantha",NA,NA,NA,NA,"Bem manejado"
"17299",-50.4899956255721,-16.1171472367925,220854215,"2017/03/29","Pastagem",NA,"NOVO BRASIL","Cerrado","GO","LAPIG BHRV",0.76239764736,0.46089679251,2017,"Panicum mombaca",NA,NA,NA,"image103.jpg","Bem manejado"
"17300",-50.4998627735024,-16.1052850280105,220724658,"2017/03/29","Pastagem",NA,"NOVO BRASIL","Cerrado","GO","LAPIG BHRV",0.48521399148,0.63179046907,2017,"Brachiaria brizantha",NA,NA,NA,"image39.jpg","Muitas invasoras"
